id,name,message_follower_ids,priority
1714,User_62,"[1063, 1029, 1352, 1648, 1529]",High
1715,User_65,"[1134, 1624, 1428, 1212, 1618]",High
1716,User_47,"[1181, 1315, 1299, 1530, 1619]",High
1717,User_57,"[1255, 1778, 1563]",Medium
1718,User_10,"[1748, 1202, 1647]",Medium
1719,User_31,"[1051, 1058, 1046]",Low
1720,User_71,"[1043, 1036]",Low
1721,User_33,"[1319, 1136, 1840, 1287, 1953]",Low
1722,User_23,"[1423, 1109, 1786, 1477]",Medium
1723,User_79,"[1254, 1106, 1735, 1596, 1784]",Medium
1724,User_44,"[1116, 1267, 1580, 1450]",High
1725,User_69,"[1374, 1540, 1251, 1765, 1545]",Medium
1726,User_40,"[1702, 1101]",Low
1727,User_75,"[1435, 1695, 1006]",Low
1728,User_10,"[1737, 1509]",Low
1729,User_41,"[1521, 1650, 1476, 1051, 1831]",Medium
1730,User_78,"[1058, 1279]",Medium
1731,User_51,"[1815, 1083, 1724]",Medium
1732,User_29,"[1663, 1051, 1285, 1802, 1933]",Low
1733,User_21,,Medium
1734,User_93,"[1496, 1219]",Low
1735,User_37,[1224],Low
1736,User_48,"[1959, 1967, 1133]",Medium
1737,User_53,"[1341, 1465]",Medium
1738,User_89,"[1477, 1554, 1994, 1989, 1569]",Low
1739,User_18,"[1726, 1200]",Medium
1740,User_66,"[1168, 1836, 1705]",Medium
1741,User_96,[1666],Medium
1742,User_31,"[1023, 1175, 1741, 1169, 1224]",High
1743,User_100,,Medium
1744,User_22,"[1408, 1126]",Medium
1745,User_3,"[1600, 1530]",Low
1746,User_100,[1121],Medium
1747,User_20,[1186],Medium
1748,User_14,"[1739, 1973, 1187, 1180, 1535]",Medium
1749,User_45,"[1338, 1808, 1501, 1998]",Medium
1750,User_33,"[1861, 1601, 1627]",Low
1751,User_94,"[1199, 1316]",Low
1752,User_42,"[1293, 1703, 1088]",Medium
1753,User_46,"[1266, 1663, 1099, 1964, 1757]",Low
1754,User_84,"[1308, 1123, 1510]",Medium
1755,User_14,"[1988, 1904]",High
1756,User_32,[1697],High
1757,User_69,"[1041, 1939]",High
1758,User_6,"[1827, 1003]",Medium
1759,User_97,,Medium
1760,User_41,,High
1761,User_2,"[1589, 1018]",High
1762,User_45,[1767],Medium
1763,User_76,[1234],High
1764,User_52,[1816],Low
1765,User_83,"[1584, 1818, 1187]",Low
1766,User_54,"[1753, 1457, 1510]",High
1767,User_50,"[1624, 1721, 1531]",Low
1768,User_6,"[1879, 1325]",Low
1769,User_25,"[1553, 1357, 1955, 1832]",High
1770,User_74,"[1014, 1924]",High
1771,User_28,"[1666, 1429, 1164, 1144, 1939]",Low
1772,User_48,,Low
1773,User_28,"[1186, 1091, 1455]",High
1774,User_83,"[1659, 1335]",Medium
1775,User_8,,Low
1776,User_63,[1732],Low
1777,User_55,"[1177, 1315, 1548]",High
1778,User_83,"[1883, 1647]",Low
1779,User_92,"[1110, 1660, 1186, 1224]",High
1780,User_17,"[1950, 1532]",Medium
1781,User_60,"[1701, 1303, 1425, 1156, 1696]",Medium
1782,User_29,"[1966, 1232, 1340, 1728, 1690]",High
1783,User_97,,Medium
1784,User_11,"[1138, 1286, 1535]",High
1785,User_25,"[1983, 1428, 1275, 1333]",High
1786,User_45,"[1412, 1143, 1285, 1231]",Medium
1787,User_9,"[1594, 1735, 1696, 1617]",Low
1788,User_80,"[1389, 1327, 1269, 1226]",Medium
1789,User_33,,Low
1790,User_50,,Medium
1791,User_20,"[1255, 1601]",Low
1792,User_94,"[1564, 1207, 1011]",Medium
1793,User_20,"[1381, 1292, 1884, 1696]",Medium
1794,User_57,"[1758, 1160, 1541]",Low
1795,User_90,,High
1796,User_85,"[1728, 1582]",High
1797,User_98,[1940],Medium
1798,User_61,"[1498, 1294, 1352, 1623]",High
1799,User_29,"[1139, 1769, 1442, 1724]",Low
1800,User_12,,Medium
1801,User_41,[1972],Medium
1802,User_61,"[1460, 1474]",Low
1803,User_45,[1105],Low
1804,User_62,,High
1805,User_63,"[1306, 1435, 1000, 1154, 1462]",Medium
1806,User_31,"[1878, 1667, 1415, 1965, 1583]",High
1807,User_74,"[1281, 1197, 1299]",High
1808,User_48,"[1529, 1395]",High
1809,User_64,"[1111, 1611, 1560, 1750]",Low
1810,User_97,"[1606, 1137, 1302, 1704]",High
1811,User_73,[1629],Low
1812,User_94,"[1347, 1836, 1886, 1167, 1848]",Medium
1813,User_23,"[1322, 1075, 1169]",Low
1814,User_11,,Medium
1815,User_74,[1399],Medium
1816,User_81,,Medium
1817,User_74,"[1006, 1296, 1277, 1439, 1252]",Medium
1818,User_32,,Medium
1819,User_53,,Medium
1820,User_40,[1868],Low
1821,User_94,,Low
1822,User_48,,High
1823,User_59,"[1064, 1660, 1581, 1333]",Medium
1824,User_92,,Medium
1825,User_94,"[1107, 1675, 1511, 1678]",Medium
1826,User_64,"[1323, 1751, 1421, 1727]",High
1827,User_99,"[1746, 1661, 1418]",High
1828,User_23,,Low
1829,User_1,"[1592, 1898, 1441, 1363, 1914]",Medium
1830,User_90,[1503],High
1831,User_19,"[1552, 1439]",Low
1832,User_35,[1625],Low
1833,User_52,[1318],Low
1834,User_33,"[1827, 1494, 1719, 1591]",Low
1835,User_43,"[1979, 1061, 1980]",Low
1836,User_96,"[1175, 1649, 1425, 1895]",High
1837,User_47,"[1647, 1777, 1686]",Medium
1838,User_33,[1381],High
1839,User_18,"[1282, 1649]",High
1840,User_27,"[1096, 1984]",High
1841,User_32,"[1099, 1778]",Medium
1842,User_74,,Low
1843,User_67,"[1091, 1889, 1686]",Medium
1844,User_5,"[1118, 1647, 1522, 1262, 1172]",High
1845,User_8,"[1715, 1326, 1798]",Medium
1846,User_81,"[1331, 1601, 1420, 1731]",Low
1847,User_79,"[1919, 1523, 1122]",High
1848,User_54,"[1227, 1931, 1391, 1465, 1202]",Low
1849,User_63,"[1545, 1882]",Low
1850,User_7,"[1157, 1857, 1366]",High
1851,User_39,[1016],Medium
1852,User_33,"[1969, 1654, 1846]",Medium
1853,User_55,"[1892, 1409, 1550, 1209]",Medium
1854,User_29,"[1054, 1860, 1196]",High
1855,User_6,"[1294, 1541]",High
1856,User_25,[1050],High
1857,User_52,"[1753, 1463, 1050]",Low
1858,User_44,[1302],High
1859,User_16,[1632],Low
1860,User_12,,Low
1861,User_90,[1512],Low
1862,User_76,[1461],High
1863,User_55,,High
1864,User_18,"[1901, 1350, 1149, 1804, 1484]",High
1865,User_97,"[1257, 1662, 1209, 1109, 1746]",Low
1866,User_88,"[1003, 1775]",Low
1867,User_99,"[1427, 1357, 1502, 1746]",Medium
1868,User_87,[1036],Medium
1869,User_43,[1407],Medium
1870,User_62,"[1746, 1566, 1996, 1857, 1788]",Medium
1871,User_93,"[1668, 1022, 1678, 1958]",Medium
1872,User_83,,Medium
1873,User_17,"[1549, 1905, 1707, 1333, 1117]",Low
1874,User_6,"[1037, 1540]",Low
1875,User_4,"[1805, 1066, 1413]",Medium
1876,User_99,[1498],Medium
1877,User_71,"[1560, 1745]",Medium
1878,User_1,,Low
1879,User_18,"[1214, 1058]",Medium
1880,User_84,"[1498, 1797]",Medium
1881,User_39,"[1729, 1690, 1829, 1765]",Low
1882,User_23,,Medium
1883,User_92,"[1510, 1338, 1889, 1288]",High
1884,User_89,"[1679, 1864]",Medium
1885,User_69,"[1370, 1501, 1985]",Medium
1886,User_71,[1450],High
1887,User_83,"[1844, 1209]",Low
1888,User_38,,High
1889,User_12,"[1853, 1100, 1867, 1486]",High
1890,User_26,"[1561, 1963, 1436, 1843]",Medium
1891,User_68,"[1051, 1830, 1737]",Medium
1892,User_5,[1101],Medium
1893,User_8,"[1980, 1672, 1523]",High
1894,User_18,"[1919, 1358, 1117]",Medium
1895,User_8,"[1534, 1621, 1843, 1032, 1604]",Medium
1896,User_73,,Low
1897,User_50,,Medium
1898,User_73,"[1417, 1182, 1180, 1531]",High
1899,User_38,"[1267, 1709, 1759]",High
1900,User_86,,Medium
1901,User_1,"[1013, 1279, 1234, 1442]",High
1902,User_63,[1410],Low
1903,User_1,,Medium
1904,User_37,"[1465, 1723]",Low
1905,User_8,,High
1906,User_19,[1318],Medium
1907,User_6,[1074],Medium
1908,User_78,"[1330, 1724]",High
1909,User_91,,Medium
1910,User_35,"[1623, 1717]",High
1911,User_71,"[1233, 1723, 1676, 1027, 1761]",Low
1912,User_2,,High
1913,User_5,[1644],Medium
1914,User_49,"[1213, 1629, 1405, 1525]",High
1915,User_78,,Low
1916,User_82,,Low
1917,User_60,[1469],Low
1918,User_97,[1401],Medium
1919,User_19,"[1116, 1950, 1447, 1686]",Low
1920,User_24,"[1659, 1738, 1416]",High
1921,User_95,"[1559, 1215, 1353]",Low
1922,User_17,"[1691, 1650, 1455, 1316]",Medium
1923,User_63,,High
1924,User_42,"[1587, 1281, 1845]",Low
1925,User_77,[1767],High
1926,User_83,,Medium
1927,User_72,,High
1928,User_62,"[1840, 1606, 1795, 1086, 1448]",Low
1929,User_37,"[1608, 1026, 1654]",High
1930,User_38,"[1362, 1259, 1176]",Low
1931,User_51,"[1608, 1230, 1395, 1302, 1774]",Medium
1932,User_76,"[1177, 1224, 1187]",Medium
1933,User_93,"[1701, 1391, 1494]",High
1934,User_79,"[1218, 1301, 1919, 1748, 1982]",Low
1935,User_31,,Low
1936,User_84,"[1081, 1168, 1157]",High
1937,User_38,"[1854, 1823]",High
1938,User_98,"[1254, 1185, 1538]",Low
1939,User_47,"[1250, 1056, 1787]",High
1940,User_62,"[1453, 1257, 1837]",Low
1941,User_12,"[1913, 1389, 1479, 1641]",Low
1942,User_86,"[1220, 1175, 1983, 1455]",High
1943,User_1,"[1012, 1897, 1863, 1602, 1015]",Low
1944,User_84,"[1078, 1161, 1191, 1043]",Low
1945,User_79,"[1129, 1581, 1205, 1149, 1143]",High
1946,User_26,"[1726, 1403, 1006]",High
1947,User_68,"[1466, 1583, 1731, 1503]",Medium
1948,User_48,,Low
1949,User_59,"[1742, 1435, 1260, 1805]",High
1950,User_42,"[1164, 1993, 1602, 1416]",Medium
1951,User_10,[1577],High
1952,User_29,"[1269, 1890, 1356, 1640, 1863]",High
1953,User_57,[1716],Medium
1954,User_38,"[1546, 1871, 1232, 1549]",High
1955,User_30,"[1948, 1398, 1510, 1426]",Medium
1956,User_84,[1462],Medium
1957,User_51,"[1821, 1774, 1819, 1608]",Low
1958,User_11,"[1165, 1340, 1973]",Low
1959,User_47,"[1459, 1506, 1517, 1906]",Medium
1960,User_9,"[1807, 1769]",High
1961,User_87,[1071],Medium
1962,User_30,"[1963, 1306]",High
1963,User_31,"[1086, 1478, 1875]",Low
1964,User_94,,High
1965,User_86,"[1986, 1694, 1743, 1600]",High
1966,User_79,,High
1967,User_54,[1815],High
1968,User_10,"[1894, 1748]",High
1969,User_32,[1814],Medium
1970,User_65,"[1601, 1492, 1661]",Medium
1971,User_57,"[1961, 1115, 1473, 1552]",Low
1972,User_95,"[1794, 1240]",Low
1973,User_72,[1096],High
1974,User_3,"[1647, 1052, 1796]",High
1975,User_9,[1769],High
1976,User_48,[1806],Medium
1977,User_78,"[1006, 1210, 1034, 1233]",Low
1978,User_95,"[1558, 1272]",High
1979,User_28,[1528],Low
1980,User_53,"[1075, 1344]",High
1981,User_69,"[1855, 1045, 1274, 1812]",Low
1982,User_23,,Low
1983,User_61,,Low
1984,User_46,"[1348, 1307, 1011, 1373]",Low
1985,User_49,,High
1986,User_78,"[1226, 1490]",Low
1987,User_18,[1164],High
1988,User_42,"[1935, 1954]",Low
1989,User_50,,Low
1990,User_1,[1346],High
1991,User_34,"[1817, 1229, 1282, 1981, 1805]",Low
1992,User_29,"[1629, 1906]",Medium
1993,User_56,[1894],Medium
1994,User_70,,Low
1995,User_13,"[1768, 1539, 1541]",High
1996,User_45,"[1871, 1010, 1747, 1144, 1513]",Low
1997,User_49,,Low
1998,User_16,,High
1999,User_36,"[1662, 1034, 1643, 1451, 1929]",Medium
2000,User_60,"[1352, 1653, 1231, 1917]",High
2001,User_12,"[1089, 1412, 1001, 1979, 1661]",High
2002,User_65,"[1025, 1260, 1217]",Medium
2003,User_100,[1374],High
2004,User_86,[1026],High
2005,User_50,"[1548, 1632]",Medium
2006,User_24,,Medium
2007,User_41,,High
2008,User_57,"[1926, 1257, 1267]",High
2009,User_81,"[1615, 1215]",Low
2010,User_26,[1107],Low
2011,User_16,[1801],Low
2012,User_90,"[1631, 1100, 1434, 1349, 1666]",High
2013,User_72,,Medium
2014,User_85,"[1045, 1166, 1058, 1328, 1894]",High
2015,User_39,"[1892, 1256, 1215]",Low
2016,User_13,"[1472, 1244]",High
2017,User_67,"[1813, 1444, 1358, 1877, 1103]",High
2018,User_4,,Medium
2019,User_37,"[1629, 1254]",Low
2020,User_37,[1587],Medium
2021,User_60,"[1005, 1162, 1417]",Medium
2022,User_35,[1211],High
2023,User_20,"[1267, 1538, 1375, 1718]",Low
2024,User_50,"[1584, 1392, 1327]",High
2025,User_57,"[1233, 1441, 1156, 1147, 1137]",Medium
2026,User_13,"[1980, 1866, 1221, 1921]",Medium
2027,User_41,"[1881, 1685, 1331]",Low
2028,User_90,"[1410, 1459, 1212]",Medium
2029,User_78,"[1593, 1038, 1563, 1870, 1136]",High
2030,User_6,"[1797, 1927]",High
2031,User_43,"[1388, 1884, 1625, 1959]",High
2032,User_57,"[1892, 1207, 1771, 1898]",High
2033,User_50,[1630],Medium
2034,User_7,[1264],Medium
2035,User_65,"[1320, 1847, 1606, 1884, 1501]",High
2036,User_32,"[1206, 1494]",Low
2037,User_75,"[1052, 1839]",Medium
2038,User_39,"[1961, 1684, 1716]",Medium
2039,User_27,"[1808, 1331, 1244, 1769, 1520]",High
2040,User_100,"[1110, 1560, 1101, 1235]",High
2041,User_5,"[1855, 1020, 1764, 1160]",High
2042,User_61,"[1543, 1362, 1816]",Low
2043,User_21,"[1324, 1090, 1798]",High
2044,User_28,"[1972, 1037]",Low
2045,User_51,"[1689, 1911, 1284, 1891, 1171]",Low
2046,User_9,"[1298, 1550, 1924, 1788]",Medium
2047,User_15,"[1963, 1360, 1729, 1241, 1106]",Low
2048,User_42,"[1309, 1242, 1560, 1006, 1767]",High
2049,User_43,[1329],High
2050,User_22,"[1367, 1110, 1475, 1870, 1340]",Low
2051,User_38,[1327],Medium
2052,User_53,"[1307, 1906, 1864]",Low
2053,User_48,"[1012, 1145, 1347]",High
2054,User_13,"[1296, 1670]",Low
2055,User_37,"[1213, 1977, 1071]",Low
2056,User_90,"[1107, 1301, 1155, 1952]",High
2057,User_45,[1421],Low
2058,User_88,"[1102, 1975, 1095, 1983]",Medium
2059,User_37,,Low
2060,User_48,"[1337, 1328, 1578, 1959, 1925]",Medium
2061,User_2,"[1922, 1394, 1242, 1984]",Low
2062,User_56,"[1222, 1345, 1320, 1015]",Low
2063,User_34,"[1459, 1461]",Medium
2064,User_32,"[1444, 1381]",Low
2065,User_71,[1967],Medium
2066,User_19,,Low
2067,User_98,"[1803, 1566, 1446]",Low
2068,User_14,"[1708, 1406, 1332, 1934, 1678]",Medium
2069,User_73,[1320],High
2070,User_64,"[1137, 1591, 1571, 1255, 1642]",High
2071,User_11,[1113],High
2072,User_50,"[1283, 1406]",High
2073,User_23,"[1816, 1937, 1053, 1892]",Low
2074,User_52,"[1691, 1808]",Low
2075,User_33,"[1183, 1298, 1293, 1775, 1751]",High
2076,User_91,"[1283, 1254, 1203, 1756]",Low
2077,User_69,"[1184, 1116, 1410, 1038, 1854]",Medium
2078,User_94,"[1955, 1857]",Medium
2079,User_42,"[1512, 1795]",Medium
2080,User_61,"[1316, 1648, 1611, 1930]",Low
2081,User_99,"[1597, 1318, 1953, 1955, 1477]",Low
2082,User_100,[1656],Medium
2083,User_77,[1052],High
2084,User_28,[1215],High
2085,User_85,"[1060, 1882, 1786, 1855, 1984]",High
2086,User_49,"[1893, 1074, 1050, 1185]",Low
2087,User_12,"[1460, 1231, 1560, 1544, 1408]",Medium
2088,User_77,,Medium
2089,User_70,"[1278, 1702, 1906]",Low
2090,User_11,,High
2091,User_27,[1441],Medium
2092,User_78,"[1018, 1503, 1763]",Low
2093,User_99,"[1842, 1765, 1849, 1727]",Low
2094,User_64,,Medium
2095,User_87,"[1784, 1796, 1641]",Medium
2096,User_3,,High
2097,User_11,[1398],Medium
2098,User_59,[1871],Medium
2099,User_49,"[1766, 1844, 1830]",Medium
2100,User_34,,Low
2101,User_40,"[1157, 1663]",High
2102,User_47,"[1706, 1277, 1800]",Low
2103,User_61,[1040],Medium
2104,User_70,,Low
2105,User_9,,Medium
2106,User_11,"[1781, 1119, 1880, 1614, 1697]",Low
2107,User_75,[1793],High
2108,User_57,"[1601, 1704, 1472, 1156, 1310]",Medium
2109,User_61,,Medium
2110,User_44,"[1449, 1916, 1436, 1262, 1910]",High
2111,User_35,"[1719, 1302, 1854, 1620]",Low
2112,User_21,"[1853, 1054, 1203]",High
2113,User_37,"[1012, 1422, 1935, 1463, 1421]",High
2114,User_56,[1402],High
2115,User_26,"[1331, 1131, 1198, 1174, 1647]",Low
2116,User_29,,Medium
2117,User_58,"[1673, 1798]",Medium
2118,User_31,"[1182, 1464, 1536, 1969]",Low
2119,User_69,,Medium
2120,User_27,"[1373, 1064]",Medium
2121,User_37,,Medium
2122,User_79,"[1660, 1703, 1904, 1014, 1944]",Medium
2123,User_99,,Low
2124,User_30,[1888],Medium
2125,User_22,"[1116, 1351, 1613, 1603, 1761]",Medium
2126,User_38,"[1608, 1242]",High
2127,User_62,[1678],High
2128,User_50,"[1886, 1107, 1859, 1944]",Low
2129,User_97,,High
2130,User_20,[1101],Medium
2131,User_94,,High
2132,User_31,"[1969, 1304]",Low
2133,User_67,[1522],High
2134,User_71,,High
2135,User_50,"[1014, 1258, 1183]",High
2136,User_94,"[1815, 1359, 1648, 1037, 1921]",Low
2137,User_50,"[1750, 1914, 1812, 1738, 1029]",Low
2138,User_38,[1517],High
2139,User_51,"[1693, 1651]",Medium
2140,User_61,,High
2141,User_99,,High
2142,User_58,[1012],Medium
2143,User_90,"[1694, 1248, 1571, 1812, 1460]",Medium
2144,User_33,"[1656, 1072, 1833, 1335]",Low
2145,User_62,[1575],High
2146,User_2,,Medium
2147,User_43,[1737],High
2148,User_32,[1612],High
2149,User_82,"[1963, 1174, 1177]",Low
2150,User_51,[1988],Low
2151,User_46,"[1082, 1463]",Medium
2152,User_9,"[1431, 1358, 1413, 1612]",Low
2153,User_5,"[1668, 1574]",High
2154,User_34,[1065],Low
2155,User_8,"[1252, 1003, 1772, 1097, 1655]",High
2156,User_13,"[1599, 1624, 1801]",High
2157,User_91,[1107],Medium
2158,User_57,"[1466, 1022, 1990, 1031, 1675]",High
2159,User_71,[1440],Medium
2160,User_83,,High
2161,User_74,,Medium
2162,User_64,[1451],Low
2163,User_20,"[1424, 1086]",Low
2164,User_63,"[1011, 1278, 1108, 1642, 1901]",Low
2165,User_95,"[1448, 1562, 1108]",High
2166,User_33,"[1452, 1074]",Low
2167,User_53,"[1884, 1645, 1271, 1060, 1968]",High
2168,User_16,,High
2169,User_92,"[1896, 1334]",High
2170,User_54,"[1486, 1294]",Low
2171,User_84,,High
2172,User_96,[1059],High
2173,User_88,[1460],Low
2174,User_71,"[1242, 1667, 1840]",Low
2175,User_35,"[1805, 1008, 1814, 1255, 1376]",Low
2176,User_18,"[1335, 1039, 1186, 1307]",Medium
2177,User_83,"[1305, 1149, 1778]",Low
2178,User_75,"[1866, 1951, 1682]",Low
2179,User_3,,Low
2180,User_22,"[1904, 1216, 1499, 1660, 1438]",Low
2181,User_75,[1307],Medium
2182,User_24,"[1275, 1667, 1556, 1993]",High
2183,User_43,"[1999, 1733, 1710, 1119, 1847]",Low
2184,User_15,"[1442, 1945, 1491, 1629]",High
2185,User_62,"[1052, 1359]",Low
2186,User_56,"[1944, 1982]",Low
2187,User_87,"[1229, 1989, 1994, 1954, 1826]",Medium
2188,User_50,"[1099, 1340, 1086, 1840, 1035]",Low
2189,User_33,"[1789, 1204, 1724]",Medium
2190,User_83,"[1357, 1755, 1542, 1608]",High
2191,User_45,"[1883, 1415, 1352]",Medium
2192,User_89,"[1268, 1207, 1759]",High
2193,User_11,,Medium
2194,User_40,"[1702, 1746, 1772, 1141, 1244]",High
2195,User_5,"[1939, 1687, 1551]",High
2196,User_98,"[1903, 1235, 1451]",Medium
2197,User_13,[1692],High
2198,User_93,"[1291, 1753, 1387, 1610, 1569]",Low
2199,User_22,"[1265, 1479, 1663]",High
2200,User_91,,Medium
2201,User_7,"[1771, 1268, 1462]",Low
2202,User_51,"[1695, 1764]",High
2203,User_97,[1442],High
2204,User_74,,High
2205,User_22,[1211],Low
2206,User_70,"[1736, 1572, 1834]",Low
2207,User_45,"[1052, 1829]",Low
2208,User_32,"[1490, 1444, 1147]",Low
2209,User_35,"[1740, 1604, 1228, 1442, 1083]",Low
2210,User_10,"[1443, 1275, 1442, 1776]",Low
2211,User_43,"[1705, 1621, 1212, 1582]",High
2212,User_65,,Low
2213,User_5,"[1813, 1424, 1740, 1772, 1543]",Medium
2214,User_11,"[1768, 1447, 1753]",High
2215,User_25,"[1935, 1445, 1814, 1619]",Medium
2216,User_23,[1823],High
2217,User_95,[1413],Medium
2218,User_35,"[1641, 1959, 1251]",High
2219,User_41,"[1531, 1580, 1356, 1074]",Low
2220,User_51,"[1089, 1688, 1104, 1610]",Medium
2221,User_52,"[1008, 1149, 1380, 1760]",Medium
2222,User_3,[1075],High
2223,User_76,"[1855, 1495, 1269, 1698]",High
2224,User_96,"[1912, 1609]",High
2225,User_50,"[1809, 1608]",High
2226,User_80,"[1847, 1234, 1712, 1642]",High
2227,User_58,"[1904, 1320, 1370, 1483, 1857]",Medium
2228,User_48,,Medium
2229,User_10,"[1392, 1294, 1912]",Low
2230,User_51,"[1412, 1512]",Medium
2231,User_8,"[1178, 1103, 1165, 1124, 1921]",Low
2232,User_47,,Low
2233,User_86,,Low
2234,User_60,"[1172, 1121, 1400]",Low
2235,User_11,[1907],Medium
2236,User_68,"[1895, 1080, 1824]",High
2237,User_92,[1946],Low
2238,User_86,"[1854, 1426]",Low
2239,User_24,"[1485, 1815]",Medium
2240,User_61,[1181],Medium
2241,User_22,"[1755, 1777]",High
2242,User_90,"[1751, 1813, 1016, 1122, 1812]",Medium
2243,User_6,,Medium
2244,User_28,,Medium
2245,User_51,[1658],Low
2246,User_50,"[1299, 1106]",Low
2247,User_90,"[1703, 1995, 1336, 1317]",Medium
2248,User_48,"[1297, 1646, 1134, 1139, 1083]",Low
2249,User_3,"[1055, 1361, 1686, 1281, 1075]",Medium
2250,User_74,"[1242, 1910, 1057, 1522]",Medium
2251,User_45,"[1408, 1636, 1460]",Low
2252,User_11,"[1460, 1028, 1381, 1538]",Medium
2253,User_91,"[1403, 1895]",Low
2254,User_14,"[1177, 1797, 1804, 1406]",Medium
2255,User_42,"[1970, 1511, 1067]",High
2256,User_37,[1152],Low
2257,User_31,"[1259, 1351, 1198, 1791]",Medium
2258,User_85,"[1946, 1585]",Low
2259,User_59,"[1969, 1367]",Medium
2260,User_54,,High
2261,User_10,"[1197, 1657, 1013, 1710, 1989]",Medium
2262,User_20,[1477],Low
2263,User_39,,High
2264,User_42,"[1727, 1813, 1031]",Medium
2265,User_78,"[1187, 1560, 1773, 1023]",High
2266,User_41,"[1815, 1460, 1481]",High
2267,User_4,"[1802, 1756, 1449, 1342, 1609]",High
2268,User_20,"[1878, 1642, 1322]",Medium
2269,User_25,"[1356, 1274]",Medium
2270,User_70,"[1371, 1393, 1516]",Medium
2271,User_20,"[1131, 1931, 1725, 1565, 1539]",Medium
2272,User_58,[1275],Medium
2273,User_14,"[1043, 1749]",Low
2274,User_39,"[1126, 1355, 1891, 1945]",High
2275,User_17,[1169],High
2276,User_51,"[1373, 1347, 1800, 1932, 1611]",Low
2277,User_33,"[1884, 1871, 1288, 1945, 1987]",Medium
2278,User_71,"[1541, 1515, 1827, 1530]",High
2279,User_5,[1066],Low
2280,User_40,[1237],High
2281,User_24,[1713],High
2282,User_86,[1126],Low
2283,User_81,"[1511, 1434, 1623, 1331]",Low
2284,User_84,,Low
2285,User_54,"[1007, 1890]",Low
2286,User_96,"[1917, 1480, 1471, 1833]",Low
2287,User_36,,Low
2288,User_100,"[1642, 1236]",Low
2289,User_51,"[1134, 1889, 1598]",Low
2290,User_36,,Medium
2291,User_12,[1159],High
2292,User_74,"[1102, 1346, 1821]",Medium
2293,User_12,,High
2294,User_33,"[1027, 1226, 1057, 1100, 1135]",Medium
2295,User_35,[1258],Low
2296,User_9,,High
2297,User_4,"[1805, 1246, 1170]",High
2298,User_22,"[1518, 1606, 1160]",Medium
2299,User_54,"[1418, 1771]",Low
2300,User_55,"[1894, 1183, 1956, 1102, 1958]",Medium
2301,User_42,,High
2302,User_6,"[1759, 1334, 1199, 1623, 1089]",Low
2303,User_44,"[1527, 1613, 1540]",Medium
2304,User_44,"[1826, 1596, 1693, 1402]",Low
2305,User_79,,Low
2306,User_18,[1096],High
2307,User_90,,Low
2308,User_21,[1798],Low
2309,User_66,"[1063, 1026, 1988]",Medium
2310,User_55,"[1310, 1017, 1572]",Medium
2311,User_37,"[1160, 1963, 1025, 1901, 1126]",High
2312,User_16,[1908],Medium
2313,User_81,[1452],Low
2314,User_76,[1767],High
2315,User_3,"[1889, 1010, 1310, 1367]",Low
2316,User_66,,Medium
2317,User_84,"[1885, 1712, 1220, 1320, 1748]",High
2318,User_83,"[1728, 1691, 1952, 1022]",Medium
2319,User_34,"[1352, 1167, 1370, 1790, 1206]",Medium
2320,User_23,"[1955, 1961]",High
2321,User_82,"[1903, 1658, 1409, 1353, 1455]",High
2322,User_65,"[1627, 1569]",High
2323,User_55,[1012],Low
2324,User_24,"[1420, 1183, 1526, 1617]",High
2325,User_74,"[1284, 1323, 1160, 1196, 1642]",High
2326,User_98,[1038],Low
2327,User_34,"[1899, 1436]",Medium
2328,User_46,"[1103, 1308, 1604, 1534, 1505]",High
2329,User_63,[1849],Medium
2330,User_51,"[1166, 1183, 1182, 1271]",Medium
2331,User_67,"[1985, 1264, 1821, 1599]",Low
2332,User_8,"[1834, 1349, 1717, 1220]",High
2333,User_57,[1919],Low
2334,User_49,"[1074, 1006, 1084]",High
2335,User_47,"[1719, 1531]",Low
2336,User_20,"[1860, 1850]",Medium
2337,User_67,"[1363, 1057]",High
2338,User_48,"[1249, 1910, 1426, 1469, 1726]",Medium
2339,User_95,"[1385, 1526, 1094, 1295, 1781]",High
2340,User_37,"[1865, 1250]",High
2341,User_78,"[1953, 1778, 1258]",Low
2342,User_91,"[1244, 1389, 1993, 1309]",Medium
2343,User_31,,Low
2344,User_46,"[1415, 1330, 1077]",Medium
2345,User_87,[1390],High
2346,User_56,"[1943, 1102]",Medium
2347,User_86,"[1018, 1933, 1023, 1681]",Medium
2348,User_70,"[1491, 1527, 1224]",Low
2349,User_63,,Low
2350,User_97,"[1144, 1011, 1672, 1382]",Medium
2351,User_61,"[1038, 1968]",High
2352,User_62,"[1700, 1866, 1555, 1238]",Low
2353,User_77,,Low
2354,User_21,"[1345, 1316, 1183, 1671]",Medium
2355,User_34,[1852],High
2356,User_54,"[1309, 1016]",Low
2357,User_23,"[1272, 1923, 1418, 1652]",Medium
2358,User_59,[1880],Low
2359,User_16,"[1660, 1444]",High
2360,User_66,,Low
2361,User_77,"[1631, 1305, 1403]",Medium
2362,User_5,"[1993, 1484, 1207]",Medium
2363,User_16,,Medium
2364,User_68,"[1826, 1490, 1520]",High
2365,User_34,[1618],Low
2366,User_44,"[1025, 1986]",Medium
2367,User_100,"[1230, 1588]",Medium
2368,User_74,"[1525, 1239, 1866, 1481, 1237]",Medium
2369,User_38,"[1948, 1092, 1740, 1575, 1775]",Medium
